star,Verfied_Audience_Comment,label
3.0,"Based on reviews I expected this movie to stand out. Understandably the character of Batman has always been the brooding, dark type which Robert plays really well ( may be so well that I did not feel a connection with his character- he was depressing). The story on the other hand, drags, does not develop the character of Bruce Wayne into the wealthy philanthropist that he is known to be, it fails to develop the other characters as well, touching briefly here and there on them and focusing on Gordon/Batman for most of the time. The biggest Negative to me is that it fails to keep us on the edge of our seats- they build some suspense but dilutes it down with the slow pace instead of taking us into more and more suspense until the final reveal. The ending was also not satisfying - we expected a more conclusive one I think. Overall yes it was entertaining but I fail to see how this movie is 'the best' batman ever!",0
2.5,very hard to hear them speaking!!!,-1
4.0,The storyline was pretty good,1
1.5,Way too dark to really see and hard to follow.,-1
4.0,"Seemed easier to follow and a bit smarter, more realistic and easier to pay attention than previous Batmans. Also really good casting.",1
5.0,All the actors rocked,1
3.0,It was ok. Not enough action for me but it was just ok. it took so long to get the storyline going. It just wasn't that good.,0
0.5,I could barely hear the dialogue. It was very slow and didnt give me the Batman vibes ya know.,-1
2.5,It felt like I had seen it before. It also felt long.,-1
1.0,My kids and I all fell asleep. Horribly boring.,-1
5.0,Best Batman yet. Gotham was like a character in the movie. Highly recommend.,1
2.5,Overall it was OK. The sound was way too low and I found myself straining to hear much of the dialogue. The action was good and the story was OK but the sound almost ruined it for me.,-1
2.5,Too long a movie. It was a sphagetti of a convoluted plot.,-1
4.0,Way more detective oriented and i loved that. Great setting. Great acting. Great story.,1
5.0,Absolutely immersive and realistic. Best. Batman. Movie,1
2.5,2.5 might be generous.,-1
5.0,Best Batman movie! Lots of action!,1
5.0,It was so good! RPatz is my Batman! It was a great look into Batman becoming the hero we are used to. Also this Batman doesn’t believe in the use of guns! Woot woot!!,1
5.0,"Fantastic movie...feels like I was watching the comic book come to life. Patterson did great as a young Bruce Wayne, im excited to see his development in the upcoming movies. The rest of the cast were all great as well. We finally saw Batman as the world's greatest detective in this movie. It was a different take on the character compared to past movies. 9 out of 10.",1
5.0,Liked that it was earlier in Batmans story.,1
0.5,"I am a huge fan of superhero movies, especially DC But man, they will never be able to make a decent live action movie. The pacing was SO slow, the script was terrible, the characters had no development whatsoever, and, most of all , the plot was 1 dimensional Gotta say, I was extremely excited to see this movie and wouldve left the theater early if I hadnt paid so much to see it.",-1
1.0,"By far the worst Batman movie! There was no character development, and the story line was pitiful.",-1
4.0,"For a storyline that is already played out, this was quite a fresh take. Very enjoyable!",1
5.0,Great movie... other than the length I can't really complain about anything. Don't stick around for the post credit clip... almost worthless,1
2.0,"This movie felt like it was trying too hard to fill the shoes of the dark Arkham comics. Bland dialogue and pitch-black lighting makes this movie drag. To round it all out, the acting was only mediocre, with flashes of decent performance here and there. Unless you are a diehard Batman or DC fan, this movie is not worth watching.",-1
5.0,Truest Batman connection to the comics!,1
4.0,"It has a stylistic noir feel. The cinematography and storyline were interesting, but the movie lacked character development. Also, the pace seemed to drag and it could have likely been improved through editing and fewer dramatic visuals.",1
4.5,"One of the best Batman movies out there, we haven't seen the caped crusader since Justice League but that is an entirely different bat. If you're hungry for a new and in my opinion better Batman then I highly recommend you go see this film! Now this film isn't perfect no movie is but it will definitely satisfy that Batman craving you may have plus if you're a fan of Robert Pattinson then you will be happy with his performance in this movie. This movie is absolutely amazing so just go see it I can guarantee you will love it if not at least enjoy it, this film is a Batman film you won't want to miss!!!",1
1.0,Too dark. Not for kids. Didn’t like the new Batman.,-1
3.5,"Movie was good, WAY too long. Couldve been shortened by an hour easily. But good characters, and good ending that suggests more to come.",0
2.5,Its such a realistic movie but quite Melancholic all throughout. Kept me feeling on the edge of my seat,-1
5.0,great batman the best one i like addie from dark night,1
4.5,The service was great and The Batman is awesome though long,1
5.0,"Amazing story. More of a mystery/detective movie than a superhero movie. Best all-around Batman movie ever produced. And thats saying a lot, because there were so many good ones prior.",1
5.0,awesome movie great story and action 👍🏾👍🏾,1
5.0,Loved everything about it!,1
5.0,wonderful. hope they make a few more. great casting.,1
5.0,A true comic book detective Batman.,1
0.5,Didn't feel like a Batman movie. It felt like a moody mafia movie rather than a hero movie.,-1
5.0,Amazing!! Characterization perfect!!,1
3.5,It was too long & dark.,0
5.0,"Robert Pattinson made The Batman his own unique version in this adaptation. He didn't use a raspy growl when speaking which was a relief. There was no air of flamboyance, privilege or wealth. Pattinsons Batman was dark, gloomy yet exciting. Highly recommend seeing it to all.",1
2.0,Too long. Riddler was hyper-annoying,-1
4.0,W Movie fr but dark knight,1
3.0,it was just fine. slow steady and no surprises,0
5.0,"That movie SURPRISED ME. Expectations were a tad lower for it compared to Nolans films but this Batman you cant really compare to Christan Bales role because they have different approachs to the comic. This film here had a darker approach and felt so natural to Batmans character. Acting was great, all around experience was amazing.",1
3.0,To many changes from original storyline,0
5.0,This Batman fits him well!!!,1
5.0,Full of action! Good movie,1
5.0,"Finally a detective Batman movie! If your a Batman fan who likes mystery, suspense, character building. Give it a try. Truly liked the movie. Worth a watch.",1
4.0,Yeah I’m not gonna do it right away I don’t like how much it takes me a lot of money but I’m still in a bad way and I’m still not feeling well and I’m not gonna do it again but I’m still not sure how long be able I feel that I need a little bit more to get the right one but I think it’s gonna and I’m still in a bad way.,1
4.0,"I really liked this darker take on the Batman franchise, although at some points it did feel like it was dragging on.",1
5.0,This film is amazing!!,1
5.0,"The uniqueness of this Batman is the artistry.  If you watch the movie a second time, I encourage you to pay attention to the cinematography, the lighting, the framing of the scenes, the  intentionally slow pacing, and the music - all of which work together in a noir harmony not often seen in action movies today.  The directors used lenses which were intentionally warped or distorted in certain ways and they also make use of focus and un-focus which brings you into the movie.  The music sets a dour tone reminiscent of gothic Edgar Allen Poe, further reinforced by the subtle yet over the top gothic decor of Wayne Manor.  The color theme: bronze (as bright as things ever get), red, and black, permeate throughout.  Some might criticise the music for its simplicity, but music should never distract from the movie and the tempo and tone I think reinforces the dour, gothic, brooding nature of Bruce Wayne and the mystery theme and also seamlessly transitions between batman and cat woman when they are on screen together.  The performances were quite good overall as well.  Overall, an immersive world that gets better on the second viewing.",1
3.5,"The beginning of the movie showcased a strong start with some dark disturbing thriller crime detective scenes. The middle segment of the movie was necessary for the plot, but I wasn't that interested in the emotional investment in catwoman's problems, batman and alfred's relationship, or the relationship between batman and catwoman. I enjoyed little jokes with the same nightclub's door bouncers always getting beat up. I thought the colin farrell did an excellent job as the penguin, as did all the other actors with their respective roles. The batman's theme was fantastic, I enjoy listening to it over and over. I enjoyed movie overall.",0
3.0,"it was all over the place and hard to follow, not like the other Batman movies. too many villains and hard to follow the story line.",0
4.0,Great movie but extremely long ....3 hrs. i guess we got our money's worth though!,1
0.5,It is a never ending bore.,-1
5.0,"Although the movie is long, it kept you engaged. You did not feel like it was that long.",1
1.5,"First hour-and-a-half are AMAZING, then it just falls apart- a good hour of pure exposition dumps and a completely bizarre while somehow at the same time, flat finale. Batman loses BAD. Very depressing film. It only builds you up to smash you down.",-1
